Location,MonthuClust,SatClust,SunClust,fclass,id,freq
1,1,1,1,primary,1,1
2,1,1,1,pedestrian,2,5
4,1,1,1,primary,4,1
5,1,1,1,primary,5,1
6,1,1,1,service,6,7
7,1,1,1,primary,7,1
8,1,1,1,primary,8,1
9,1,1,1,primary,9,1
11,1,1,1,primary,11,1
12,1,1,1,primary,12,1
13,1,1,1,primary,13,1
30,1,1,1,primary,30,1
53,1,1,1,service,53,7
57,1,1,1,primary,57,1
62,1,1,1,primary,62,1
67,1,1,1,pedestrian,67,5
78,1,1,1,service,78,7
86,1,1,3,primary,86,1
101,1,1,1,primary,101,1
102,1,1,1,primary,102,1
112,1,1,1,primary,112,1
133,1,1,1,pedestrian,133,5
138,1,1,1,pedestrian,138,5
145,1,1,1,primary,145,1
153,1,1,1,primary,153,1
162,1,3,2,primary,162,1
173,1,1,1,cycleway,173,4
174,1,1,1,primary,174,1
175,1,1,1,pedestrian,175,5
258,1,1,1,pedestrian,258,5
308,1,1,1,primary,308,1
310,1,1,1,primary,310,1
318,1,2,1,primary,318,1
337,1,1,1,primary,337,1
357,1,2,1,tertiary,357,3
358,1,1,1,residential,358,6
359,1,1,1,residential,359,6
401,1,2,1,residential,401,6
402,1,2,1,tertiary,402,3
420,1,1,1,primary,420,1
459,1,1,1,pedestrian,459,5
535,1,1,1,primary,535,1
546,1,1,1,primary,546,1
573,1,1,1,primary,573,1
574,1,1,1,primary,574,1
575,1,1,1,primary,575,1
584,1,1,1,tertiary,584,3
588,1,1,1,tertiary,588,3
594,1,1,1,cycleway,594,4
617,1,1,1,primary,617,1
705,1,1,1,primary,705,1
709,1,1,1,primary,709,1
710,1,1,1,primary,710,1
711,1,1,1,cycleway,711,4
736,1,1,1,secondary,736,2
737,1,1,1,primary,737,1
738,1,1,1,pedestrian,738,5
750,1,1,1,primary,750,1
778,1,1,3,primary,778,1
780,1,1,1,primary,780,1
789,1,1,3,primary,789,1
791,1,1,3,primary,791,1
792,1,1,1,primary,792,1
799,1,1,1,primary,799,1
800,1,1,1,tertiary,800,3
802,1,1,1,primary,802,1
813,1,1,3,unclassified,813,9
828,1,1,1,primary,828,1
831,1,1,1,primary,831,1
832,1,1,1,primary,832,1
846,1,1,1,tertiary,846,3
851,1,1,2,primary,851,1
872,1,1,1,primary,872,1
881,1,1,3,residential,881,6
882,1,1,1,pedestrian,882,5
883,1,1,1,pedestrian,883,5
921,1,1,1,primary,921,1
925,1,1,1,secondary,925,2
927,1,1,1,tertiary,927,3
931,1,1,1,tertiary,931,3
936,1,1,1,secondary,936,2
982,1,1,3,primary,982,1
995,1,1,3,primary,995,1
1011,1,1,3,secondary,1011,2
3,2,1,1,primary,3,1
15,4,2,3,footway,15,5
20,2,1,1,cycleway,20,4
36,2,1,1,pedestrian,36,5
87,2,1,1,pedestrian,87,5
97,2,1,3,trunk,97,8
99,2,1,1,unclassified,99,9
16,3,2,3,footway,16,5
17,4,2,3,footway,17,5
19,2,3,1,footway,19,5
28,3,2,3,footway,28,5
118,2,1,1,primary,118,1
35,5,1,1,footway,35,5
43,4,2,2,footway,43,5
46,4,2,3,footway,46,5
142,2,1,1,residential,142,6
54,3,2,3,footway,54,5
146,2,1,1,trunk,146,8
154,2,1,1,primary,154,1
155,2,1,1,primary,155,1
157,2,1,1,cycleway,157,4
55,3,1,2,footway,55,5
160,2,1,1,secondary,160,2
161,2,1,1,primary,161,1
73,4,2,3,footway,73,5
309,2,1,1,pedestrian,309,5
326,2,1,1,tertiary,326,3
328,2,1,1,primary,328,1
330,2,1,3,secondary,330,2
331,2,1,1,cycleway,331,4
335,2,1,1,primary,335,1
336,2,1,1,primary,336,1
338,2,1,1,primary,338,1
347,2,3,2,living_street,347,5
384,2,1,1,secondary,384,2
385,2,1,1,secondary,385,2
391,2,1,1,primary,391,1
397,2,1,1,primary,397,1
84,5,1,1,footway,84,5
429,2,2,3,pedestrian,429,5
430,2,1,1,secondary,430,2
95,5,1,1,footway,95,5
432,2,1,1,primary,432,1
433,2,1,1,secondary,433,2
442,2,1,1,service,442,7
444,2,1,2,primary,444,1
457,2,1,1,primary,457,1
460,2,1,1,trunk,460,8
463,2,1,1,pedestrian,463,5
98,5,1,3,footway,98,5
485,2,1,1,pedestrian,485,5
521,2,1,1,secondary,521,2
539,2,3,1,tertiary,539,3
106,2,1,1,footway,106,5
114,2,1,1,footway,114,5
577,2,3,1,unclassified,577,9
589,2,3,1,pedestrian,589,5
600,2,1,1,pedestrian,600,5
643,2,1,1,primary,643,1
707,2,1,1,pedestrian,707,5
115,2,1,1,footway,115,5
829,2,1,1,residential,829,6
840,2,3,1,pedestrian,840,5
116,2,1,1,footway,116,5
119,2,1,1,footway,119,5
855,2,1,1,pedestrian,855,5
120,2,1,1,footway,120,5
136,3,2,3,footway,136,5
140,2,1,1,footway,140,5
891,2,1,2,tertiary,891,3
926,2,1,1,unclassified,926,9
930,2,1,1,residential,930,6
141,3,2,3,footway,141,5
144,2,1,1,footway,144,5
10,3,1,2,residential,10,6
152,3,2,3,footway,152,5
158,2,1,1,footway,158,5
32,3,2,3,unclassified,32,9
38,3,2,3,pedestrian,38,5
40,3,2,3,secondary,40,2
45,3,1,1,primary,45,1
178,4,2,3,footway,178,5
187,6,2,3,footway,187,5
70,3,2,2,unclassified,70,9
76,3,2,3,service,76,7
92,3,2,3,pedestrian,92,5
107,3,2,1,pedestrian,107,5
123,3,2,1,pedestrian,123,5
130,3,2,3,cycleway,130,4
188,6,2,3,footway,188,5
226,4,2,3,footway,226,5
233,6,2,3,footway,233,5
163,3,1,2,primary,163,1
164,3,2,3,pedestrian,164,5
185,3,2,3,pedestrian,185,5
186,3,2,3,unclassified,186,9
224,3,2,3,pedestrian,224,5
225,3,2,1,pedestrian,225,5
247,3,2,1,pedestrian,247,5
257,3,2,3,service,257,7
259,3,1,2,unclassified,259,9
261,3,1,1,unclassified,261,9
262,3,1,1,unclassified,262,9
273,3,2,3,pedestrian,273,5
283,3,2,3,primary,283,1
234,6,2,3,footway,234,5
285,3,1,1,primary,285,1
236,5,3,3,footway,236,5
288,3,2,3,pedestrian,288,5
289,3,2,3,pedestrian,289,5
291,3,1,1,tertiary,291,3
241,6,2,3,footway,241,5
242,6,2,3,footway,242,5
251,6,2,3,footway,251,5
312,3,2,3,trunk,312,8
313,3,1,1,pedestrian,313,5
255,6,2,3,footway,255,5
319,3,2,3,secondary,319,2
266,6,2,3,footway,266,5
324,3,2,1,residential,324,6
276,4,2,3,footway,276,5
339,3,2,3,secondary,339,2
343,3,2,2,service,343,7
282,2,1,1,footway,282,5
284,3,1,3,footway,284,5
350,3,1,2,tertiary,350,3
355,3,2,1,service,355,7
360,3,1,1,tertiary,360,3
361,3,1,2,primary,361,1
363,3,1,2,unclassified,363,9
364,3,2,1,secondary,364,2
287,3,2,3,footway,287,5
366,3,2,3,pedestrian,366,5
370,3,2,3,living_street,370,5
376,3,2,1,pedestrian,376,5
377,3,2,3,pedestrian,377,5
290,6,2,3,footway,290,5
380,3,2,3,unclassified,380,9
382,3,2,1,tertiary,382,3
383,3,2,3,residential,383,6
299,3,1,2,footway,299,5
388,3,1,1,pedestrian,388,5
389,3,2,1,primary,389,1
393,3,2,3,secondary,393,2
396,3,2,3,primary,396,1
300,7,3,1,footway,300,5
399,3,2,3,pedestrian,399,5
407,3,2,3,tertiary,407,3
410,3,2,1,secondary,410,2
303,3,1,2,footway,303,5
305,3,2,1,footway,305,5
306,6,2,3,footway,306,5
427,3,2,3,secondary,427,2
434,3,2,3,pedestrian,434,5
439,3,1,2,unclassified,439,9
443,3,2,3,pedestrian,443,5
307,6,2,3,footway,307,5
314,3,2,3,footway,314,5
321,3,2,3,footway,321,5
480,3,2,3,service,480,7
482,3,2,1,pedestrian,482,5
483,3,2,3,pedestrian,483,5
488,3,2,3,pedestrian,488,5
490,3,2,3,pedestrian,490,5
492,3,2,3,service,492,7
499,3,2,1,pedestrian,499,5
500,3,2,3,primary,500,1
502,3,2,3,residential,502,6
504,3,2,3,service,504,7
333,3,2,3,footway,333,5
507,3,1,3,pedestrian,507,5
512,3,2,3,primary,512,1
513,3,2,3,living_street,513,5
514,3,2,3,living_street,514,5
515,3,2,1,tertiary,515,3
516,3,2,3,unclassified,516,9
520,3,1,2,primary,520,1
348,3,1,2,footway,348,5
349,3,2,3,footway,349,5
543,3,1,1,pedestrian,543,5
544,3,1,3,living_street,544,5
562,3,2,3,pedestrian,562,5
563,3,2,3,unclassified,563,9
564,3,2,2,unclassified,564,9
567,3,2,3,pedestrian,567,5
569,3,2,3,secondary,569,2
365,3,2,3,footway,365,5
583,3,2,1,tertiary,583,3
585,3,2,3,tertiary,585,3
586,3,2,3,residential,586,6
587,3,2,3,tertiary,587,3
595,3,2,1,tertiary,595,3
374,4,2,3,footway,374,5
598,3,2,3,unclassified,598,9
604,3,1,2,pedestrian,604,5
607,3,1,2,primary,607,1
620,3,2,3,service,620,7
636,3,1,2,pedestrian,636,5
642,3,2,1,primary,642,1
646,3,2,3,tertiary,646,3
378,3,1,1,footway,378,5
386,3,2,3,footway,386,5
394,6,2,3,footway,394,5
660,3,2,1,unclassified,660,9
664,3,2,3,cycleway,664,4
665,3,2,3,unclassified,665,9
731,3,2,3,cycleway,731,4
783,3,2,1,tertiary,783,3
790,3,2,1,primary,790,1
794,3,2,1,cycleway,794,4
796,3,2,1,pedestrian,796,5
808,3,2,1,primary,808,1
816,3,2,1,unclassified,816,9
827,3,2,1,residential,827,6
849,3,1,1,secondary,849,2
398,3,1,2,footway,398,5
403,2,1,2,footway,403,5
877,3,2,1,pedestrian,877,5
884,3,2,2,pedestrian,884,5
885,3,1,3,pedestrian,885,5
886,3,1,3,pedestrian,886,5
890,3,1,1,tertiary,890,3
892,3,2,2,unclassified,892,9
6,2,3,footway,409,5,
3,2,1,unclassified,895,9,
3,1,3,pedestrian,898,5,
3,2,1,unclassified,899,9,
3,2,1,tertiary,900,3,
3,2,1,unclassified,901,9,
3,2,1,pedestrian,911,5,
3,2,1,tertiary,922,3,
3,2,1,unclassified,943,9,
4,2,3,footway,412,5,
3,2,3,pedestrian,952,5,
3,2,3,primary,956,1,
3,2,3,living_street,974,5,
3,2,3,pedestrian,988,5,
3,2,3,primary,989,1,
3,2,1,primary,996,1,
4,2,3,footway,418,5,
3,1,3,footway,422,5,
3,1,3,footway,423,5,
3,2,3,footway,426,5,
4,2,3,footway,428,5,
4,2,3,pedestrian,170,5,
4,2,3,pedestrian,171,5,
4,2,3,pedestrian,176,5,
4,2,3,pedestrian,177,5,
2,1,1,footway,431,5,
4,2,3,pedestrian,191,5,
4,2,3,service,198,7,
4,2,3,pedestrian,206,5,
4,2,3,pedestrian,219,5,
4,2,3,pedestrian,221,5,
4,2,3,pedestrian,223,5,
6,2,3,footway,436,5,
4,2,1,primary,227,1,
4,2,3,living_street,229,5,
4,2,3,pedestrian,237,5,
4,2,3,pedestrian,249,5,
4,2,3,pedestrian,253,5,
4,2,3,pedestrian,254,5,
4,2,3,primary,256,1,
4,2,3,service,267,7,
6,2,3,footway,440,5,
4,2,3,service,278,7,
4,2,1,residential,315,6,
4,2,3,pedestrian,329,5,
4,2,3,pedestrian,345,5,
4,2,3,pedestrian,346,5,
4,2,2,secondary,352,2,
4,2,3,pedestrian,353,5,
4,2,3,cycleway,354,4,
4,2,3,pedestrian,367,5,
4,2,3,pedestrian,369,5,
6,2,3,footway,445,5,
4,2,3,unclassified,400,9,
4,2,3,pedestrian,404,5,
4,2,3,unclassified,406,9,
4,2,3,pedestrian,411,5,
6,2,3,footway,450,5,
4,2,3,pedestrian,413,5,
4,2,3,tertiary,417,3,
3,2,3,footway,454,5,
4,2,3,service,419,7,
4,2,3,pedestrian,421,5,
4,2,2,pedestrian,424,5,
4,2,2,pedestrian,425,5,
4,2,3,footway,456,5,
4,2,3,pedestrian,435,5,
3,2,3,footway,458,5,
3,2,3,footway,464,5,
4,2,3,pedestrian,466,5,
4,2,3,pedestrian,471,5,
4,2,3,service,473,7,
4,2,3,pedestrian,475,5,
4,2,3,service,476,7,
4,2,3,pedestrian,511,5,
4,2,3,pedestrian,517,5,
4,2,3,pedestrian,518,5,
4,2,3,pedestrian,532,5,
4,2,3,footway,465,5,
4,2,3,pedestrian,540,5,
4,2,3,pedestrian,551,5,
4,2,3,tertiary,552,3,
4,2,3,pedestrian,555,5,
4,2,3,pedestrian,558,5,
2,3,2,footway,479,5,
6,2,3,footway,487,5,
4,2,3,pedestrian,565,5,
4,2,3,pedestrian,566,5,
3,2,3,footway,506,5,
4,2,3,pedestrian,576,5,
4,2,3,pedestrian,591,5,
4,2,3,living_street,592,5,
4,2,3,pedestrian,609,5,
4,2,3,pedestrian,610,5,
4,2,3,pedestrian,611,5,
4,2,3,pedestrian,613,5,
4,2,3,pedestrian,614,5,
6,2,3,footway,508,5,
3,2,3,footway,523,5,
3,2,3,footway,525,5,
6,2,3,footway,528,5,
4,2,3,pedestrian,651,5,
7,3,1,footway,534,5,
4,2,3,pedestrian,729,5,
4,2,3,pedestrian,730,5,
4,2,1,pedestrian,760,5,
4,2,2,unclassified,773,9,
4,2,3,pedestrian,775,5,
4,2,1,residential,819,6,
4,2,1,pedestrian,822,5,
4,2,1,pedestrian,823,5,
4,2,3,residential,824,6,
4,2,2,residential,825,6,
4,2,3,footway,536,5,
4,2,1,pedestrian,874,5,
4,2,3,unclassified,878,9,
4,2,1,tertiary,888,3,
4,2,1,primary,889,1,
4,2,3,pedestrian,907,5,
4,2,2,unclassified,908,9,
4,2,3,unclassified,976,9,
4,2,3,pedestrian,991,5,
4,2,3,pedestrian,992,5,
4,2,3,primary,994,1,
5,3,3,cycleway,18,4,
6,2,3,footway,537,5,
5,2,1,primary,83,1,
2,3,1,footway,545,5,
6,2,3,footway,547,5,
6,2,3,footway,548,5,
5,1,1,pedestrian,124,5,
5,1,1,unclassified,125,9,
6,2,3,footway,554,5,
5,3,2,pedestrian,295,5,
5,1,3,primary,304,1,
5,1,1,unclassified,320,9,
5,1,3,primary,390,1,
5,1,3,primary,497,1,
5,3,1,unclassified,542,9,
5,1,3,pedestrian,616,5,
5,1,1,pedestrian,716,5,
5,1,3,service,784,7,
4,2,3,footway,559,5,
5,3,3,service,811,7,
4,2,3,footway,560,5,
5,1,2,pedestrian,841,5,
4,2,3,footway,568,5,
5,1,1,primary,853,1,
2,1,1,footway,571,5,
5,1,1,pedestrian,896,5,
6,2,3,footway,578,5,
6,2,1,service,27,7,
6,2,3,unclassified,29,9,
6,2,3,pedestrian,34,5,
6,2,3,pedestrian,48,5,
6,2,3,pedestrian,58,5,
6,2,3,service,64,7,
6,2,3,cycleway,137,4,
6,2,3,pedestrian,165,5,
3,2,3,footway,582,5,
3,1,1,footway,596,5,
6,2,3,pedestrian,189,5,
6,2,3,pedestrian,190,5,
6,2,3,pedestrian,220,5,
6,2,3,pedestrian,222,5,
6,2,3,footway,599,5,
4,2,3,footway,622,5,
6,2,3,pedestrian,235,5,
4,2,3,footway,623,5,
6,2,1,footway,633,5,
6,2,3,pedestrian,248,5,
4,2,3,footway,645,5,
3,2,1,footway,648,5,
6,2,3,service,260,7,
4,2,3,footway,649,5,
6,2,3,pedestrian,271,5,
6,2,3,pedestrian,272,5,
6,2,3,pedestrian,274,5,
6,2,3,pedestrian,279,5,
6,2,3,pedestrian,281,5,
4,2,3,footway,652,5,
6,2,3,pedestrian,296,5,
6,2,3,pedestrian,298,5,
6,2,3,footway,654,5,
3,2,3,footway,657,5,
6,2,3,cycleway,311,4,
6,2,3,pedestrian,316,5,
6,2,3,service,332,7,
6,2,2,unclassified,362,9,
3,2,1,footway,658,5,
8,2,3,footway,714,5,
7,3,1,footway,803,5,
6,2,3,unclassified,437,9,
2,1,1,footway,804,5,
6,2,3,living_street,441,5,
5,3,1,footway,806,5,
5,1,1,footway,836,5,
6,2,3,living_street,451,5,
6,2,3,pedestrian,455,5,
6,2,3,pedestrian,481,5,
6,2,3,pedestrian,484,5,
5,1,1,footway,842,5,
6,2,3,unclassified,489,9,
6,2,3,living_street,498,5,
6,2,3,pedestrian,501,5,
6,2,3,pedestrian,503,5,
3,1,1,footway,850,5,
6,2,3,pedestrian,509,5,
6,2,3,pedestrian,510,5,
6,2,3,pedestrian,519,5,
6,2,3,secondary,524,2,
2,1,1,footway,852,5,
6,2,3,pedestrian,529,5,
6,2,3,pedestrian,533,5,
2,3,1,footway,854,5,
4,2,1,footway,856,5,
2,1,3,footway,857,5,
6,2,3,pedestrian,553,5,
3,2,3,footway,866,5,
2,1,3,footway,873,5,
6,2,3,cycleway,579,4,
6,2,3,cycleway,581,4,
2,1,3,footway,875,5,
6,2,3,pedestrian,605,5,
6,2,3,service,612,7,
5,1,3,footway,879,5,
6,2,3,pedestrian,650,5,
6,2,3,pedestrian,653,5,
3,2,1,footway,894,5,
6,2,3,unclassified,662,9,
6,3,3,cycleway,771,4,
6,2,3,secondary,812,2,
6,2,1,unclassified,843,9,
6,2,1,pedestrian,897,5,
6,1,3,primary,919,1,
6,2,3,pedestrian,951,5,
6,2,3,pedestrian,973,5,
6,2,3,pedestrian,980,5,
3,2,1,footway,945,5,
7,3,1,pedestrian,103,5,
7,3,2,tertiary,109,3,
7,3,1,trunk,117,8,
7,3,1,unclassified,122,9,
7,3,1,pedestrian,134,5,
7,3,1,residential,270,6,
2,1,3,footway,953,5,
7,3,3,service,395,7,
5,1,1,footway,955,5,
7,3,1,pedestrian,541,5,
7,3,1,tertiary,801,3,
2,1,3,footway,957,5,
7,3,1,secondary,805,2,
7,3,3,unclassified,807,9,
7,3,1,cycleway,835,4,
7,3,3,pedestrian,837,5,
7,3,3,service,845,7,
7,3,1,pedestrian,848,5,
8,2,3,unclassified,111,9,
8,1,3,unclassified,121,9,
8,2,3,primary,126,1,
8,1,1,primary,148,1,
8,2,3,unclassified,240,9,
8,1,1,primary,713,1,
6,2,1,footway,986,5,
8,2,3,cycleway,734,4,
8,2,1,secondary,735,2,
8,2,3,unclassified,761,9,
8,2,1,primary,788,1,
8,2,1,primary,793,1,
8,1,1,pedestrian,795,5,
8,2,3,tertiary,887,3,