s1,s2,vals,quad,countq
329,186,0,2,20
329,186,0,3,1
329,186,1,2,64
329,186,2,2,103
329,186,2,3,2
329,186,3,2,25
329,186,3,3,1
331,330,0,2,11
331,330,0,3,1
331,330,1,2,105
331,330,1,3,2
331,330,2,1,1
331,330,2,2,110
331,330,2,3,2
333,5,0,2,6
333,5,1,2,12
333,5,2,2,218
333,5,2,3,5
333,12,0,2,15
333,12,1,2,47
333,12,1,3,1
333,12,2,1,1
333,12,2,2,151
333,12,2,3,3
333,148,0,2,14
333,148,0,3,1
333,148,1,2,59
333,148,1,3,1
333,148,2,1,1
333,148,2,2,156
333,148,2,3,2
333,148,3,2,5
333,148,3,3,1
333,157,0,2,18
333,157,1,2,64
333,157,1,3,2
333,157,2,1,1
333,157,2,2,140
333,157,2,3,2
333,157,3,2,12
333,157,3,3,1
334,166,0,2,12
334,166,1,1,1
334,166,1,2,28
334,166,2,2,142
334,166,2,3,3
334,166,3,2,24
334,166,3,3,1
334,168,0,2,11
334,168,0,3,1
334,168,1,2,172
334,168,1,3,2
334,168,2,2,23
334,168,2,3,1
334,168,3,2,7
337,330,0,2,1
337,330,1,1,1
337,330,1,2,225
337,330,1,3,4
337,330,2,2,10
337,330,2,3,1
340,339,0,2,17
340,339,1,2,77
340,339,1,3,1
340,339,2,2,85
340,339,2,3,3
340,339,3,2,30
342,257,0,2,9
342,257,1,2,35
342,257,2,2,114
342,257,2,3,2
342,260,0,2,6
342,260,1,2,6
342,260,2,1,1
342,260,2,2,190
342,260,2,3,3
342,263,0,2,1
342,263,1,2,2
342,263,2,1,1
342,263,2,2,188
342,263,2,3,4
342,263,3,2,2
343,257,0,2,11
343,257,1,2,46
343,257,1,3,1
343,257,2,2,122
343,257,2,3,2
343,257,3,2,8
343,260,0,2,4
343,260,1,2,13
343,260,1,3,1
343,260,2,2,174
343,260,2,3,2
343,260,3,2,2
343,261,0,2,5
343,261,0,3,1
343,261,1,2,18
343,261,1,3,2
343,261,2,2,159
343,261,2,3,1
343,261,3,2,3
343,261,3,3,1
343,263,0,2,7
343,263,1,2,9
343,263,2,2,147
343,263,2,3,5
343,263,3,2,10
343,342,0,2,11
343,342,0,3,1
343,342,1,2,100
343,342,1,3,1
343,342,2,2,74
343,342,2,3,2
346,234,0,2,7
346,234,1,2,42
346,234,2,2,131
346,234,3,2,13
346,234,3,3,1
346,235,0,2,9
346,235,1,2,19
346,235,2,2,147
346,235,2,3,1
346,235,3,2,17
346,237,0,2,16
346,237,1,2,26
346,237,1,3,1
346,237,2,2,114
346,237,3,2,7
347,234,0,2,6
347,234,1,2,11
347,234,1,3,1
347,234,2,2,205
347,234,2,3,4
347,234,3,2,1
347,235,0,2,3
347,235,1,2,4
347,235,2,2,215
347,235,2,3,5
348,234,0,2,11
348,234,1,2,47
348,234,1,3,2
348,234,2,2,147
348,234,3,2,1
348,235,0,2,13
348,235,1,2,24
348,235,2,1,1
348,235,2,2,189
348,235,2,3,1
348,235,3,2,1
348,235,3,3,1
348,236,0,2,8
348,236,1,2,50
348,236,1,3,1
348,236,2,2,146
348,236,2,3,1
348,236,3,2,1
348,237,0,2,9
348,237,1,2,18
348,237,2,1,1
348,237,2,2,170
348,237,2,3,1
348,237,3,2,1
348,237,3,3,1
350,349,0,2,3
350,349,1,2,119
350,349,1,3,1
350,349,2,2,55
350,349,2,3,3
350,349,3,2,2
352,351,0,2,16
352,351,1,2,130
352,351,1,3,3
352,351,2,2,59
352,351,2,3,1
352,351,3,2,3
354,353,0,2,7
354,353,1,2,66
354,353,1,3,3
354,353,2,2,105
354,353,2,3,2
354,353,3,2,9
357,115,0,2,1
357,115,1,2,3
357,115,2,2,217
357,115,2,3,4
357,116,1,1,1
357,116,1,2,2
357,116,2,2,228
357,116,2,3,1
357,118,0,2,3
357,118,1,2,1
357,118,2,2,204
357,118,2,3,5
357,126,0,2,8
357,126,1,2,68
357,126,2,1,1
357,126,2,2,120
357,126,2,3,1
357,126,3,2,3
357,270,0,2,9
357,270,1,2,57
357,270,2,2,96
357,270,3,2,1
357,282,2,1,1
357,282,2,2,194
357,282,2,3,5
358,114,0,2,22
358,114,1,2,62
358,114,1,3,1
358,114,2,1,1
358,114,2,2,152
358,114,2,3,4
358,115,0,2,15
358,115,1,2,22
358,115,2,2,176
358,115,2,3,4
358,116,0,2,9
358,116,1,1,1
358,116,1,2,80
358,116,2,2,132
358,116,2,3,1
358,116,3,2,1
358,117,0,2,7
358,117,1,1,1
358,117,1,2,116
358,117,1,3,1
358,117,2,2,90
358,117,3,3,1
358,146,0,2,13
358,146,1,2,38
358,146,1,3,1
358,146,2,2,172
358,146,2,3,4
366,365,0,2,21
366,365,1,2,128
366,365,2,2,12
366,365,3,2,22
370,369,0,2,16
370,369,1,2,30
370,369,1,3,1
370,369,2,2,112
370,369,2,3,1
370,369,3,2,19
375,19,0,2,21
375,19,0,3,1
375,19,1,2,41
375,19,1,3,1
375,19,2,2,151
375,19,2,3,3
375,19,3,1,1
375,19,3,2,8
376,19,0,2,5
376,19,1,1,1
376,19,1,2,202
376,19,1,3,5
376,19,2,2,15
376,19,3,2,7
380,376,0,2,1
380,376,1,2,7
380,376,1,3,1
380,376,2,1,1
380,376,2,2,215
380,376,2,3,4
380,376,3,2,3
380,378,0,2,18
380,378,1,2,89
380,378,1,3,3
380,378,2,1,1
380,378,2,2,107
380,378,2,3,2
380,378,3,2,3
381,376,0,2,20
381,376,0,3,1
381,376,1,1,1
381,376,1,2,114
381,376,1,3,3
381,376,2,2,87
381,376,3,2,8
381,378,0,2,5
381,378,1,1,1
381,378,1,2,218
381,378,1,3,4
381,378,2,2,9
381,378,3,2,5
381,380,0,2,6
381,380,1,1,1
381,380,1,2,201
381,380,1,3,4
381,380,2,2,9
381,380,3,2,11
386,385,0,2,12
386,385,1,2,85
386,385,1,3,1
386,385,2,2,118
386,385,2,3,4
386,385,3,2,2
388,386,0,2,13
388,386,1,2,56
388,386,1,3,3
388,386,2,2,92
388,386,2,3,1
388,386,3,2,2
388,387,0,2,6
388,387,1,2,144
388,387,1,3,3
388,387,2,2,16
388,387,2,3,1
388,387,3,2,1
389,386,0,2,11
389,386,1,2,135
389,386,1,3,3
389,386,2,2,38
389,386,2,3,2
389,386,3,2,4
389,387,0,2,4
389,387,1,2,179
389,387,1,3,5
389,387,2,2,4
389,387,3,2,1
397,396,0,1,1
397,396,0,2,7
397,396,1,2,114
397,396,1,3,1
397,396,2,2,61
397,396,2,3,3
397,396,3,2,7
397,396,3,3,1
400,170,0,2,16
400,170,1,2,52
400,170,1,3,5
400,170,2,2,111
400,170,3,2,6
400,171,0,2,6
400,171,1,2,20
400,171,1,3,2
400,171,2,2,176
400,171,2,3,2
400,171,3,2,10
400,171,3,3,1
403,163,0,2,1
403,163,1,2,192
403,163,1,3,1
404,164,0,2,17
404,164,0,3,1
404,164,1,2,66
404,164,1,3,3
404,164,2,2,86
404,164,3,2,18
406,227,0,2,25
406,227,1,2,45
406,227,1,3,2
406,227,2,2,118
406,227,2,3,2
406,227,3,2,31
406,227,3,3,1
407,223,0,2,13
407,223,1,2,85
407,223,2,2,63
407,223,3,2,12
407,225,0,2,15
407,225,1,2,43
407,225,2,2,161
407,225,2,3,5
407,225,3,2,4
407,226,0,2,16
407,226,1,2,27
407,226,1,3,1
407,226,2,2,170
407,226,2,3,3
407,226,3,2,17
408,223,0,2,10
408,223,1,2,61
408,223,2,2,82
408,223,3,2,22
408,225,0,2,4
408,225,1,2,20
408,225,2,2,191
408,225,2,3,5
408,225,3,2,9
408,226,0,2,7
408,226,1,2,19
408,226,1,3,1
408,226,2,2,190
408,226,2,3,3
408,226,3,1,1
408,226,3,2,26
409,387,0,2,19
409,387,1,2,139
409,387,1,3,4
409,387,2,2,50
409,387,2,3,1
409,387,3,2,1
409,388,0,2,1
409,388,1,2,1
409,388,2,1,1
409,388,2,2,188
409,388,2,3,4
409,388,3,2,2
409,389,0,2,1
409,389,1,2,1
409,389,2,1,1
409,389,2,2,204
409,389,2,3,5
409,394,0,2,10
409,394,1,2,20
409,394,2,1,1
409,394,2,2,179
409,394,2,3,5
409,394,3,2,14
410,281,0,2,13
410,281,1,2,21
410,281,1,3,2
410,281,2,1,1
410,281,2,2,159
410,281,2,3,1
410,281,3,2,23
410,281,3,3,1
411,353,0,2,9
411,353,1,2,88
411,353,1,3,4
411,353,2,2,61
411,353,2,3,1
411,353,3,2,37
411,354,0,2,13
411,354,1,2,137
411,354,1,3,3
411,354,2,2,44
411,354,2,3,1
411,354,3,2,16
411,354,3,3,1
412,353,0,2,7
412,353,1,2,28
412,353,1,3,2
412,353,2,2,108
412,353,2,3,3
412,353,3,2,17
412,354,0,2,6
412,354,1,2,21
412,354,1,3,1
412,354,2,2,113
412,354,2,3,3
412,354,3,2,12
412,354,3,3,1
412,411,0,2,7
412,411,1,2,5
412,411,1,3,1
412,411,2,2,124
412,411,2,3,4
412,411,3,2,24
415,413,0,2,8
415,413,1,2,5
415,413,1,3,1
415,413,2,2,114
415,413,2,3,3
415,413,3,2,76
415,413,3,3,1
415,414,0,2,6
415,414,1,2,1
415,414,2,2,124
415,414,2,3,3
415,414,3,2,79
415,414,3,3,1
419,417,0,2,19
419,417,0,3,1
419,417,1,2,122
419,417,1,3,3
419,417,2,2,35
419,417,3,2,37
419,417,3,3,1
426,43,0,2,2
426,43,1,2,212
426,43,1,3,5
426,43,2,2,6
426,43,3,2,4
426,46,0,2,4
426,46,1,2,212
426,46,1,3,5
426,46,2,2,3
426,46,3,2,3
426,47,0,2,1
426,47,1,2,205
426,47,1,3,5
426,47,2,2,4
426,47,3,2,8
426,54,0,1,1
426,54,0,2,11
426,54,1,2,169
426,54,1,3,5
426,54,2,2,52
426,54,3,2,2
426,268,0,2,6
426,268,0,3,1
426,268,1,1,1
426,268,1,2,196
426,268,1,3,4
426,268,2,2,11
426,268,3,2,12
427,43,0,2,14
427,43,1,2,90
427,43,2,2,72
427,43,3,2,6
427,46,0,2,13
427,46,1,2,108
427,46,2,2,48
427,46,3,2,12
427,47,0,2,13
427,47,1,2,102
427,47,2,2,53
427,47,3,2,14
427,54,0,2,5
427,54,1,2,29
427,54,2,2,141
427,54,3,2,1
427,268,0,2,16
427,268,1,2,55
427,268,2,2,80
427,268,3,2,16
428,43,0,2,13
428,43,1,2,90
428,43,2,2,75
428,43,3,2,4
428,45,0,2,3
428,45,1,2,159
428,45,2,2,17
428,45,3,2,3
428,46,0,2,9
428,46,1,2,110
428,46,2,2,53
428,46,3,2,9
428,54,0,2,9
428,54,1,2,15
428,54,2,2,149
428,54,3,2,1
428,268,0,2,8
428,268,1,2,64
428,268,2,2,71
428,268,3,2,22
428,426,0,2,2
428,426,1,2,7
428,426,2,2,177
428,426,3,2,1
428,427,0,2,16
428,427,1,2,86
428,427,2,2,77
428,427,3,2,8
429,155,0,2,10
429,155,1,2,31
429,155,1,3,1
429,155,2,2,142
429,155,2,3,1
429,324,0,2,2
429,324,1,2,180
429,324,1,3,1
429,324,2,2,5
436,435,0,2,10
436,435,1,2,47
436,435,2,2,13
436,435,3,2,16
437,394,0,2,5
437,394,1,2,10
437,394,1,3,3
437,394,2,1,1
437,394,2,2,213
437,394,2,3,2
437,394,3,2,8
437,409,0,1,1
437,409,0,2,12
437,409,1,2,60
437,409,1,3,3
437,409,2,2,141
437,409,3,2,21
437,409,3,3,2
439,168,0,2,7
439,168,1,2,130
439,168,1,3,2
439,168,2,2,80
439,168,2,3,3
439,168,3,2,1
439,334,0,2,12
439,334,0,3,1
439,334,1,2,22
439,334,1,3,1
439,334,2,2,177
439,334,2,3,2
439,334,3,2,7
440,349,0,2,6
440,349,0,3,1
440,349,1,2,174
440,349,1,3,3
440,349,2,2,35
440,349,2,3,1
440,349,3,2,11
440,350,0,1,1
440,350,0,2,10
440,350,0,3,1
440,350,1,2,147
440,350,1,3,2
440,350,2,2,38
440,350,2,3,1
440,350,3,2,5
441,288,0,2,17
441,288,0,3,1
441,288,1,1,1
441,288,1,2,87
441,288,2,2,63
441,288,3,2,23
442,376,0,2,35
442,376,1,2,104
442,376,1,3,1
442,376,2,1,1
442,376,2,2,82
442,376,2,3,3
442,376,3,2,6
442,376,3,3,1
442,378,0,2,4
442,378,1,1,1
442,378,1,2,208
442,378,1,3,5
442,378,2,2,8
442,378,3,2,3
442,380,0,2,4
442,380,1,1,1
442,380,1,2,207
442,380,1,3,5
442,380,2,2,7
442,380,3,2,6
442,381,0,2,26
442,381,1,2,43
442,381,1,3,1
442,381,2,1,1
442,381,2,2,141
442,381,2,3,3
442,381,3,2,23
443,223,0,2,10
443,223,1,2,150
443,223,2,2,7
443,223,3,2,5
443,225,0,2,13
443,225,0,3,1
443,225,1,2,142
443,225,1,3,4
443,225,2,2,59
443,225,3,2,7
443,226,0,2,17
443,226,1,1,1
443,226,1,2,148
443,226,1,3,4
443,226,2,2,59
443,226,3,2,15
444,163,1,2,78
447,168,0,2,13
447,168,1,2,137
447,168,1,3,3
447,168,2,2,52
447,168,2,3,1
447,168,3,2,16
447,334,0,2,14
447,334,1,2,33
447,334,1,3,1
447,334,2,2,111
447,334,3,1,1
447,334,3,2,84
447,334,3,3,3
447,439,0,2,24
447,439,1,2,106
447,439,1,3,3
447,439,2,2,88
447,439,2,3,1
447,439,3,2,5
448,257,0,2,11
448,257,1,2,163
448,257,1,3,2
448,257,2,2,4
448,257,3,2,9
448,261,0,2,14
448,261,1,1,1
448,261,1,2,159
448,261,1,3,4
448,261,2,2,22
448,261,3,2,22
448,263,0,2,7
448,263,1,1,1
448,263,1,2,132
448,263,1,3,3
448,263,2,2,8
448,263,3,2,58
448,263,3,3,1
450,241,0,2,14
450,241,0,3,1
450,241,1,2,30
450,241,1,3,1
450,241,2,1,1
450,241,2,2,168
450,241,2,3,3
450,241,3,2,6
450,242,0,2,12
450,242,1,2,38
450,242,1,3,1
450,242,2,1,1
450,242,2,2,95
450,242,3,2,23
450,305,0,2,19
450,305,1,2,48
450,305,1,3,3
450,305,2,2,156
450,305,2,3,2
450,305,3,2,1
450,306,0,2,22
450,306,1,2,49
450,306,1,3,2
450,306,2,2,105
450,306,2,3,1
450,306,3,1,1
450,306,3,2,48
450,306,3,3,2
450,307,0,2,11
450,307,0,3,1
450,307,1,2,35
450,307,1,3,1
450,307,2,2,99
450,307,2,3,1
450,307,3,1,1
450,307,3,2,48
450,307,3,3,2
451,284,0,2,12
451,284,1,2,174
451,284,1,3,3
451,284,2,2,17
451,284,2,3,1
451,284,3,2,13
451,288,0,2,11
451,288,1,2,126
451,288,1,3,1
451,288,2,2,23
451,288,3,2,14
451,441,0,2,18
451,441,1,2,138
451,441,1,3,3
451,441,2,2,27
451,441,3,2,48
451,441,3,3,2
452,176,0,1,1
452,176,0,2,10
452,176,0,3,1
452,176,1,2,80
452,176,1,3,2
452,176,2,2,36
452,176,3,2,108
452,176,3,3,1
453,234,0,2,1
453,234,1,2,2
453,234,2,2,5
453,234,3,2,3
453,235,0,2,1
453,235,2,2,7
453,235,3,2,3
453,237,2,2,10
453,237,3,2,1
453,346,1,2,1
453,346,2,2,8
453,346,3,2,2
453,347,1,2,7
453,347,2,2,4
454,19,0,2,8
454,19,0,3,2
454,19,1,2,184
454,19,1,3,3
454,19,2,1,1
454,19,2,2,34
454,19,3,2,3
454,376,0,2,11
454,376,1,2,38
454,376,2,1,1
454,376,2,2,173
454,376,2,3,4
454,376,3,2,6
454,376,3,3,1
454,380,0,2,16
454,380,1,2,157
454,380,1,3,5
454,380,2,1,1
454,380,2,2,48
454,380,3,2,5
454,381,0,2,7
454,381,1,2,42
454,381,2,1,1
454,381,2,2,164
454,381,2,3,4
454,381,3,2,16
454,442,0,2,22
454,442,1,2,69
454,442,1,3,1
454,442,2,1,1
454,442,2,2,127
454,442,2,3,4
454,442,3,2,8
457,98,0,2,8
457,98,1,1,1
457,98,1,2,162
457,98,1,3,3
457,98,2,2,41
457,98,2,3,1
457,98,3,2,1
457,130,0,2,9
457,130,1,2,155
457,130,1,3,1
457,130,2,2,34
457,130,3,2,1
458,123,0,2,16
458,123,1,2,90
458,123,2,2,58
458,123,3,2,10
458,130,0,2,14
458,130,1,2,113
458,130,2,2,50
458,130,3,2,10
463,136,0,2,13
463,136,0,3,1
463,136,1,2,72
463,136,2,1,1
463,136,2,2,114
463,136,2,3,2
463,136,3,2,4
464,136,0,2,4
464,136,1,2,25
464,136,1,3,1
464,136,2,2,142
464,136,2,3,2
464,136,3,2,2
464,463,0,2,9
464,463,1,2,53
464,463,1,3,1
464,463,2,2,136
464,463,3,2,10
464,463,3,3,2
465,278,0,2,6
465,278,1,2,7
465,278,2,2,198
465,278,2,3,5
465,278,3,2,10
466,278,0,2,15
466,278,0,3,1
466,278,1,2,47
466,278,1,3,2
466,278,2,2,138
466,278,2,3,2
466,278,3,2,19
470,191,1,2,59
470,191,2,2,3
470,191,3,2,79
470,193,0,2,10
470,193,1,2,62
470,193,1,3,1
470,193,2,2,27
470,193,2,3,2
470,193,3,2,122
470,193,3,3,2
470,195,0,2,5
470,195,0,3,1
470,195,1,2,98
470,195,1,3,2
470,195,2,2,9
470,195,2,3,2
470,195,3,2,63
470,196,0,2,4
470,196,1,2,38
470,196,1,3,1
470,196,2,2,26
470,196,3,2,147
470,196,3,3,4
470,197,0,2,3
470,197,1,2,111
470,197,1,3,3
470,197,2,2,5
470,197,3,2,104
470,197,3,3,2
470,200,0,2,10
470,200,1,2,131
470,200,1,3,3
470,200,2,2,13
470,200,3,2,70
470,200,3,3,1
470,205,0,2,1
470,205,1,2,50
470,205,1,3,1
470,205,2,2,13
470,205,3,2,118
470,205,3,3,4
470,207,0,2,3
470,207,1,2,87
470,207,2,2,2
470,207,3,2,49
471,191,0,2,4
471,191,1,2,56
471,191,2,2,2
471,191,3,2,79
471,193,0,2,6
471,193,1,2,36
471,193,1,3,1
471,193,2,2,25
471,193,2,3,1
471,193,3,1,1
471,193,3,2,165
471,193,3,3,3
471,195,0,2,3
471,195,1,2,45
471,195,1,3,2
471,195,2,2,12
471,195,2,3,1
471,195,3,2,115
471,195,3,3,2
471,196,0,2,1
471,196,1,2,22
471,196,1,3,1
471,196,2,2,33
471,196,2,3,1
471,196,3,2,155
471,196,3,3,3
471,197,0,2,2
471,197,0,3,1
471,197,1,2,104
471,197,1,3,4
471,197,2,2,8
471,197,3,2,99
471,198,0,2,5
471,198,0,3,1
471,198,1,2,26
471,198,1,3,1
471,198,2,2,69
471,198,3,1,1
471,198,3,2,133
471,198,3,3,3
471,200,0,2,4
471,200,1,2,134
471,200,1,3,3
471,200,2,2,11
471,200,2,3,1
471,200,3,1,1
471,200,3,2,88
471,204,0,2,7
471,204,0,3,2
471,204,1,2,19
471,204,1,3,1
471,204,2,2,96
471,204,2,3,1
471,204,3,1,1
471,204,3,2,107
471,204,3,3,1
471,207,0,2,2
471,207,1,2,82
471,207,2,2,4
471,207,3,2,53
472,191,1,2,58
472,191,2,2,2
472,191,3,2,81
472,192,0,2,1
472,192,1,2,95
472,192,3,2,44
472,193,0,2,1
472,193,1,2,12
472,193,2,2,13
472,193,3,2,115
472,196,0,2,2
472,196,1,2,15
472,196,2,2,19
472,196,3,2,105
472,197,1,2,63
472,197,2,2,5
472,197,3,2,73
472,200,0,2,4
472,200,1,2,92
472,200,2,2,5
472,200,3,2,40
472,206,0,2,3
472,206,1,2,21
472,206,2,2,13
472,206,3,2,104
472,207,0,2,1
472,207,1,2,90
472,207,2,2,1
472,207,3,2,48
472,470,1,2,11
472,470,2,2,17
472,470,3,2,113
472,471,0,2,10
472,471,1,2,28
472,471,2,2,44
472,471,3,2,59
473,191,1,2,41
473,191,2,2,7
473,191,3,2,93
473,192,0,2,4
473,192,0,3,1
473,192,1,2,80
473,192,1,3,1
473,192,2,2,17
473,192,3,2,126
473,192,3,3,3
473,198,0,2,9
473,198,0,3,1
473,198,1,2,17
473,198,2,2,93
473,198,2,3,1
473,198,3,2,112
473,198,3,3,3
473,203,0,2,6
473,203,1,2,18
473,203,2,2,103
473,203,2,3,2
473,203,3,2,98
473,203,3,3,3
473,204,0,2,5
473,204,0,3,1
473,204,1,2,13
473,204,2,2,122
473,204,2,3,1
473,204,3,2,85
473,204,3,3,3
473,206,0,2,3
473,206,1,2,27
473,206,1,3,1
473,206,2,2,45
473,206,2,3,1
473,206,3,2,146
473,206,3,3,3
473,470,0,2,7
473,470,0,3,1
473,470,1,2,16
473,470,2,2,45
473,470,3,2,155
473,470,3,3,4
473,471,0,3,1
473,471,1,2,17
473,471,2,2,35
473,471,2,3,1
473,471,3,2,171
473,471,3,3,3
473,472,0,2,2
473,472,1,2,12
473,472,2,2,20
473,472,3,2,107
474,193,0,2,6
474,193,1,2,31
474,193,2,1,1
474,193,2,2,36
474,193,2,3,2
474,193,3,2,158
474,193,3,3,2
474,198,0,2,4
474,198,1,2,15
474,198,1,3,1
474,198,2,1,1
474,198,2,2,132
474,198,3,2,81
474,198,3,3,3
474,200,0,2,5
474,200,1,2,129
474,200,1,3,1
474,200,2,2,28
474,200,3,1,1
474,200,3,2,74
474,200,3,3,2
474,203,0,3,1
474,203,1,2,5
474,203,2,2,132
474,203,2,3,3
474,203,3,2,77
474,204,0,2,3
474,204,0,3,2
474,204,1,2,9
474,204,2,1,1
474,204,2,2,150
474,204,2,3,2
474,204,3,2,66
474,206,0,2,3
474,206,1,2,25
474,206,1,3,1
474,206,2,2,59
474,206,2,3,1
474,206,3,2,123
474,206,3,3,2
474,470,0,2,5
474,470,1,2,14
474,470,2,2,34
474,470,2,3,1
474,470,3,2,160
474,470,3,3,3
474,473,0,2,6
474,473,1,2,32
474,473,1,3,1
474,473,2,2,36
474,473,3,2,148
474,473,3,3,3
475,191,1,2,12
475,191,2,2,5
475,191,3,2,28
475,193,0,2,5
475,193,0,3,1
475,193,1,2,8
475,193,2,2,35
475,193,2,3,3
475,193,3,1,1
475,193,3,2,98
475,193,3,3,1
475,195,0,3,1
475,195,1,2,5
475,195,2,2,14
475,195,2,3,2
475,195,3,2,66
475,195,3,3,2
475,196,0,2,2
475,196,1,2,4
475,196,1,3,1
475,196,2,2,50
475,196,2,3,1
475,196,3,2,69
475,196,3,3,3
475,197,0,2,1
475,197,1,2,46
475,197,1,3,1
475,197,2,2,10
475,197,3,2,70
475,197,3,3,4
475,200,0,2,6
475,200,1,2,49
475,200,1,3,2
475,200,2,2,19
475,200,3,1,1
475,200,3,2,77
475,200,3,3,2
475,205,0,2,2
475,205,1,2,13
475,205,1,3,2
475,205,2,2,21
475,205,3,1,1
475,205,3,2,70
475,205,3,3,3
475,207,1,2,23
475,207,2,2,1
475,207,3,2,22
475,472,1,2,3
475,472,2,2,10
475,472,3,2,32
475,473,0,2,4
475,473,1,2,12
475,473,1,3,1
475,473,2,2,31
475,473,2,3,2
475,473,3,2,90
475,473,3,3,2
475,474,0,2,4
475,474,1,2,19
475,474,1,3,1
475,474,2,2,39
475,474,2,3,1
475,474,3,1,1
475,474,3,2,78
475,474,3,3,2
476,192,0,2,2
476,192,1,2,149
476,192,1,3,1
476,192,2,2,2
476,192,3,2,41
476,193,0,2,7
476,193,1,2,58
476,193,2,2,11
476,193,3,2,117
476,193,3,3,1
476,195,0,2,2
476,195,1,2,67
476,195,2,2,3
476,195,3,2,70
476,195,3,3,1
476,196,0,2,6
476,196,1,2,72
476,196,1,3,1
476,196,2,2,14
476,196,3,2,91
476,197,0,2,2
476,197,1,2,147
476,197,1,3,1
476,197,2,2,2
476,197,3,2,40
476,200,0,2,3
476,200,1,2,174
476,200,2,2,4
476,200,3,2,14
476,205,0,2,6
476,205,1,2,80
476,205,1,3,1
476,205,2,2,12
476,205,3,2,52
476,207,0,2,2
476,207,1,2,108
476,207,3,2,31
476,471,0,2,6
476,471,1,2,75
476,471,1,3,1
476,471,2,2,14
476,471,3,2,90
476,473,0,2,11
476,473,1,2,86
476,473,2,2,8
476,473,3,2,90
476,473,3,3,1
476,474,0,2,7
476,474,1,2,114
476,474,1,3,1
476,474,2,2,14
476,474,3,2,60
477,191,1,2,79
477,191,2,2,2
477,191,3,2,60
477,192,0,3,1
477,192,1,2,132
477,192,1,3,1
477,192,2,2,2
477,192,3,2,54
477,192,3,3,3
477,193,0,2,3
477,193,1,2,60
477,193,2,2,17
477,193,2,3,1
477,193,3,2,108
477,193,3,3,4
477,198,0,2,40
477,198,0,3,1
477,198,1,2,38
477,198,1,3,1
477,198,2,2,58
477,198,2,3,1
477,198,3,2,51
477,198,3,3,2
