s1,s2,vals,quad,countq
560,465,1,3,4
560,465,2,2,35
560,465,3,2,8
560,466,0,2,16
560,466,1,2,128
560,466,1,3,3
560,466,2,2,73
560,466,3,2,6
560,466,3,3,1
560,532,0,2,11
560,532,1,2,68
560,532,1,3,1
560,532,2,1,1
560,532,2,2,151
560,532,2,3,3
560,532,3,2,11
560,547,0,2,13
560,547,1,2,124
560,547,1,3,3
560,547,2,1,1
560,547,2,2,103
560,547,2,3,1
560,547,3,2,2
560,548,0,2,18
560,548,1,2,119
560,548,1,3,1
560,548,2,1,1
560,548,2,2,100
560,548,2,3,2
560,548,3,2,5
560,548,3,3,1
560,559,0,2,17
560,559,1,2,34
560,559,2,1,1
560,559,2,2,112
560,559,3,2,52
562,263,0,2,22
562,263,1,2,49
562,263,2,2,57
562,263,2,3,2
562,263,3,2,67
562,263,3,3,3
562,448,0,2,15
562,448,0,3,1
562,448,1,2,14
562,448,2,2,168
562,448,2,3,2
562,448,3,2,40
562,448,3,3,1
563,257,0,2,3
563,257,1,2,5
563,257,1,3,1
563,257,2,2,169
563,257,2,3,2
563,257,3,2,9
563,259,1,2,2
563,259,2,2,217
563,259,2,3,5
563,259,3,2,1
563,263,0,2,1
563,263,1,2,1
563,263,2,1,1
563,263,2,2,199
563,263,2,3,5
563,263,3,2,3
563,342,0,2,9
563,342,1,2,29
563,342,2,1,1
563,342,2,2,178
563,342,2,3,4
563,343,0,2,5
563,343,1,2,17
563,343,2,2,189
563,343,2,3,4
563,343,3,2,3
563,343,3,3,1
564,258,0,2,17
564,258,0,3,1
564,258,1,2,100
564,258,2,2,112
564,258,2,3,4
564,258,3,2,1
564,260,0,2,20
564,260,1,1,1
564,260,1,2,63
564,260,1,3,2
564,260,2,2,133
564,260,2,3,1
564,260,3,2,9
564,261,0,2,15
564,261,1,1,1
564,261,1,2,113
564,261,1,3,4
564,261,2,2,80
564,261,3,2,9
564,261,3,3,1
564,263,0,2,11
564,263,1,2,35
564,263,1,3,2
564,263,2,1,1
564,263,2,2,111
564,263,2,3,3
564,263,3,2,48
564,563,0,2,3
564,563,1,1,1
564,563,1,2,240
564,563,1,3,4
564,563,2,2,1
564,563,3,2,2
564,563,3,3,1
565,219,0,2,17
565,219,1,2,39
565,219,2,2,87
565,219,3,2,51
569,349,0,2,4
569,349,1,2,200
569,349,2,2,9
569,349,2,3,2
569,349,3,2,1
569,350,0,2,5
569,350,1,1,1
569,350,1,2,154
569,350,1,3,1
569,350,2,2,28
569,350,3,2,1
569,440,0,2,22
569,440,1,2,76
569,440,1,3,1
569,440,2,1,1
569,440,2,2,129
569,440,2,3,1
569,440,3,2,8
570,29,0,2,21
570,29,0,3,1
570,29,1,2,91
570,29,1,3,1
570,29,2,2,59
570,29,2,3,1
570,29,3,1,1
570,29,3,2,39
570,29,3,3,1
570,266,0,2,16
570,266,1,2,45
570,266,1,3,2
570,266,2,2,95
570,266,2,3,1
570,266,3,2,69
570,266,3,3,1
570,424,0,2,4
570,424,1,2,181
570,424,1,3,2
570,424,2,2,14
570,424,3,2,27
570,424,3,3,2
573,57,0,2,14
573,57,1,1,1
573,57,1,2,88
573,57,1,3,3
573,57,2,2,108
573,57,2,3,2
573,57,3,2,1
573,102,0,2,9
573,102,1,2,122
573,102,1,3,1
573,102,2,2,74
573,102,2,3,1
573,313,0,2,1
573,313,1,1,1
573,313,1,2,209
573,313,1,3,5
573,313,2,2,5
573,313,3,2,1
574,9,0,2,9
574,9,1,2,14
574,9,2,2,63
574,546,0,2,8
574,546,0,3,1
574,546,1,2,72
574,546,1,3,1
574,546,2,1,1
574,546,2,2,120
574,546,2,3,3
574,546,3,2,3
576,191,0,2,3
576,191,1,2,71
576,191,2,2,2
576,191,3,2,65
576,193,0,2,8
576,193,0,3,1
576,193,1,2,56
576,193,1,3,1
576,193,2,2,19
576,193,2,3,1
576,193,3,1,1
576,193,3,2,159
576,193,3,3,2
576,195,0,2,5
576,195,0,3,1
576,195,1,2,65
576,195,1,3,3
576,195,2,2,11
576,195,3,2,94
576,195,3,3,1
576,196,0,2,6
576,196,1,2,36
576,196,1,3,2
576,196,2,2,42
576,196,2,3,2
576,196,3,2,137
576,196,3,3,1
576,197,0,2,4
576,197,0,3,1
576,197,1,2,142
576,197,1,3,4
576,197,2,2,3
576,197,3,2,74
576,200,0,2,6
576,200,1,1,1
576,200,1,2,184
576,200,1,3,4
576,200,2,2,16
576,200,3,2,41
576,206,0,2,5
576,206,1,2,41
576,206,1,3,3
576,206,2,2,32
576,206,3,2,143
576,206,3,3,2
576,207,0,2,4
576,207,1,2,104
576,207,2,2,1
576,207,3,2,32
576,470,0,2,8
576,470,0,3,1
576,470,1,2,37
576,470,2,2,19
576,470,3,2,160
576,470,3,3,4
576,472,0,2,3
576,472,1,2,28
576,472,2,2,14
576,472,3,2,96
576,473,0,2,9
576,473,1,2,68
576,473,1,3,2
576,473,2,2,18
576,473,2,3,2
576,473,3,2,138
576,473,3,3,1
576,477,0,2,5
576,477,1,2,21
576,477,1,3,2
576,477,2,2,89
576,477,2,3,1
576,477,3,2,74
576,477,3,3,2
577,297,0,2,5
577,297,1,2,79
577,297,2,2,29
577,297,3,2,1
577,298,0,2,4
577,298,1,2,3
577,298,2,2,107
577,529,0,2,7
577,529,1,2,11
577,529,2,2,96
578,255,0,2,13
578,255,0,3,1
578,255,1,2,167
578,255,1,3,4
578,255,2,2,17
578,255,3,2,11
578,399,0,2,3
578,399,1,2,187
578,399,1,3,4
578,399,2,2,19
578,399,2,3,1
578,399,3,2,4
579,255,0,2,9
579,255,1,2,135
579,255,1,3,4
579,255,2,2,18
579,255,2,3,1
579,255,3,2,18
579,399,0,2,4
579,399,1,2,163
579,399,1,3,3
579,399,2,2,14
579,399,2,3,2
579,399,3,2,4
581,255,0,2,12
581,255,1,2,128
581,255,1,3,5
581,255,2,2,22
581,255,3,2,27
581,399,0,2,4
581,399,1,2,173
581,399,1,3,3
581,399,2,2,12
581,399,2,3,2
581,399,3,2,5
581,578,0,1,1
581,578,0,2,18
581,578,1,2,61
581,578,1,3,1
581,578,2,2,107
581,578,2,3,3
581,578,3,2,30
581,578,3,3,1
581,579,0,2,22
581,579,0,3,1
581,579,1,2,39
581,579,1,3,1
581,579,2,1,1
581,579,2,2,84
581,579,2,3,1
581,579,3,2,48
581,579,3,3,2
583,2,0,2,10
583,2,1,2,32
583,2,2,2,101
583,2,3,2,1
586,584,0,2,10
586,584,0,3,1
586,584,1,2,19
586,584,1,3,1
586,584,2,1,1
586,584,2,2,215
586,584,2,3,3
586,585,0,2,19
586,585,0,3,1
586,585,1,1,1
586,585,1,2,78
586,585,1,3,1
586,585,2,2,128
586,585,2,3,2
586,585,3,2,19
586,585,3,3,1
587,584,0,2,7
587,584,1,2,33
587,584,1,3,1
587,584,2,2,161
587,585,0,2,5
587,585,1,2,112
587,585,2,2,82
587,585,2,3,1
587,585,3,2,2
587,586,0,2,6
587,586,1,2,140
587,586,2,2,48
587,586,2,3,1
587,586,3,2,4
588,587,0,2,4
588,587,1,2,16
588,587,1,3,1
588,587,2,2,180
589,584,0,2,10
589,584,1,2,82
589,584,1,3,2
589,584,2,1,1
589,584,2,2,102
589,584,2,3,3
589,585,0,1,1
589,585,0,2,16
589,585,1,2,95
589,585,2,2,79
589,585,2,3,4
589,585,3,2,4
589,585,3,3,1
589,586,0,2,11
589,586,0,3,1
589,586,1,2,102
589,586,1,3,1
589,586,2,1,1
589,586,2,2,79
589,586,2,3,3
589,586,3,2,1
589,588,0,2,1
589,588,1,1,1
589,588,1,2,187
589,588,1,3,4
589,588,2,2,4
589,588,2,3,1
589,588,3,2,1
591,229,0,2,13
591,229,0,3,1
591,229,1,2,36
591,229,1,3,2
591,229,2,2,67
591,229,2,3,1
591,229,3,2,42
596,422,0,2,11
596,422,1,1,1
596,422,1,2,167
596,422,1,3,3
596,422,2,2,63
596,422,2,3,1
596,422,3,2,4
596,422,3,3,1
596,423,0,2,16
596,423,1,1,1
596,423,1,2,144
596,423,1,3,3
596,423,2,2,83
596,423,2,3,2
596,423,3,2,3
597,29,0,2,14
597,29,1,2,140
597,29,1,3,2
597,29,2,2,14
597,29,2,3,1
597,29,3,2,10
597,29,3,3,1
597,266,0,2,8
597,266,1,2,158
597,266,1,3,1
597,266,2,2,24
597,266,2,3,1
597,266,3,2,22
597,266,3,3,2
598,355,0,2,12
598,355,1,2,102
598,355,1,3,4
598,355,2,2,101
598,355,3,3,1
600,98,0,2,12
600,98,1,1,1
600,98,1,2,125
600,98,1,3,4
600,98,2,2,75
600,98,3,2,6
600,130,0,2,14
600,130,1,2,135
600,130,2,2,37
600,130,3,2,7
600,130,3,3,1
600,457,0,2,22
600,457,1,2,70
600,457,2,1,1
600,457,2,2,127
600,457,2,3,4
600,457,3,2,1
600,497,0,2,14
600,497,0,3,1
600,497,1,1,1
600,497,1,2,143
600,497,1,3,1
600,497,2,2,55
600,497,2,3,2
600,497,3,2,4
602,176,0,2,8
602,176,1,1,1
602,176,1,2,174
602,176,1,3,4
602,176,2,2,6
602,176,3,2,35
602,452,0,2,3
602,452,1,2,166
602,452,1,3,3
602,452,2,2,8
602,452,3,1,1
602,452,3,2,57
602,452,3,3,1
602,480,0,2,1
602,480,1,1,1
602,480,1,2,201
602,480,1,3,4
602,480,2,2,1
602,481,0,2,1
602,481,1,2,203
602,481,1,3,1
602,481,3,2,2
603,176,0,2,11
603,176,1,1,1
603,176,1,2,54
603,176,1,3,1
603,176,2,2,154
603,176,2,3,1
603,176,3,2,9
603,176,3,3,1
603,481,0,2,8
603,481,1,2,147
603,481,2,2,29
603,481,3,2,4
603,602,0,2,2
603,602,1,2,1
603,602,2,1,1
603,602,2,2,211
603,602,2,3,3
603,602,3,2,4
604,273,0,2,5
604,273,0,3,1
604,273,1,2,23
604,273,2,1,1
604,273,2,2,182
604,273,2,3,1
604,273,3,2,2
604,275,0,2,19
604,275,1,2,15
604,275,1,3,1
604,275,2,1,1
604,275,2,2,200
604,275,2,3,3
604,275,3,2,4
604,488,0,2,14
604,488,0,3,1
604,488,1,2,46
604,488,1,3,2
604,488,2,2,147
604,488,2,3,2
604,488,3,2,6
604,489,0,2,13
604,489,1,2,83
604,489,1,3,2
604,489,2,2,116
604,489,2,3,3
604,489,3,2,1
605,273,0,2,19
605,273,1,2,58
605,273,1,3,1
605,273,2,1,1
605,273,2,2,111
605,273,3,2,22
605,275,0,2,11
605,275,1,2,50
605,275,1,3,2
605,275,2,1,1
605,275,2,2,60
605,275,2,3,1
605,275,3,2,115
605,275,3,3,1
605,488,0,2,14
605,488,1,2,48
605,488,1,3,3
605,488,2,2,62
605,488,2,3,1
605,488,3,2,87
605,489,0,2,20
605,489,1,2,95
605,489,1,3,3
605,489,2,2,59
605,489,2,3,1
605,489,3,2,45
605,604,0,1,1
605,604,0,2,24
605,604,1,2,156
605,604,1,3,3
605,604,2,2,44
605,604,2,3,1
605,604,3,2,3
607,362,0,2,1
607,362,1,2,215
607,362,1,3,4
607,362,2,2,2
607,362,2,3,1
607,363,0,2,1
607,363,1,2,215
607,363,1,3,4
607,363,2,3,1
607,520,0,2,10
607,520,0,3,1
607,520,1,1,1
607,520,1,2,160
607,520,1,3,1
607,520,2,2,73
607,520,2,3,3
608,492,1,2,72
608,492,1,3,4
608,492,2,2,15
608,492,3,2,9
609,27,0,2,12
609,27,1,2,92
609,27,1,3,1
609,27,2,2,110
609,27,2,3,3
609,27,3,2,7
609,27,3,3,1
609,254,0,2,14
609,254,1,2,167
609,254,1,3,4
609,254,2,2,5
609,254,3,2,40
609,254,3,3,1
610,254,0,2,3
610,254,1,2,213
610,254,1,3,4
610,254,2,2,5
610,254,3,2,5
610,254,3,3,1
610,609,0,2,9
610,609,1,1,1
610,609,1,2,205
610,609,1,3,4
610,609,2,2,17
610,609,3,2,16
610,609,3,3,1
611,540,0,2,18
611,540,1,2,114
611,540,2,1,1
611,540,2,2,58
611,540,2,3,2
611,540,3,2,32
611,540,3,3,1
616,295,0,2,7
616,295,1,2,166
616,295,1,3,4
616,295,2,2,10
616,295,2,3,1
616,295,3,2,10
616,299,0,2,9
616,299,0,3,1
616,299,1,2,124
616,299,1,3,3
616,299,2,2,59
616,299,2,3,1
616,303,0,2,2
616,303,1,2,177
616,303,1,3,5
616,303,2,2,8
616,303,3,2,1
616,530,0,2,13
616,530,0,3,1
616,530,1,2,15
616,530,2,2,151
616,530,2,3,4
616,530,3,2,14
617,108,1,2,1
617,108,2,2,152
618,27,0,2,11
618,27,1,2,195
618,27,1,3,3
618,27,2,2,6
618,27,3,2,9
618,27,3,3,1
618,254,0,2,9
618,254,1,2,164
618,254,1,3,3
618,254,2,2,3
618,254,3,2,50
618,254,3,3,1
618,610,0,2,20
618,610,1,1,1
618,610,1,2,132
618,610,1,3,2
618,610,2,2,58
618,610,2,3,1
618,610,3,2,37
618,610,3,3,1
619,227,0,2,7
619,227,1,2,15
619,227,2,2,107
619,227,2,3,1
619,227,3,2,92
619,227,3,3,4
620,223,0,2,10
620,223,1,2,104
620,223,2,2,49
620,223,3,2,12
620,225,0,2,6
620,225,1,2,38
620,225,1,3,3
620,225,2,2,174
620,225,2,3,2
620,225,3,2,6
620,407,0,2,9
620,407,0,3,1
620,407,1,2,111
620,407,1,3,4
620,407,2,2,109
620,407,3,2,6
620,408,0,2,14
620,408,1,2,174
620,408,1,3,4
620,408,2,1,1
620,408,2,2,50
620,408,2,3,1
620,408,3,2,9
621,225,0,2,11
621,225,1,2,81
621,225,1,3,2
621,225,2,2,118
621,225,2,3,2
621,225,3,2,14
621,225,3,3,1
621,407,0,2,15
621,407,1,2,125
621,407,1,3,3
621,407,2,2,74
621,407,2,3,1
621,407,3,2,21
621,407,3,3,1
621,408,0,2,19
621,408,1,1,1
621,408,1,2,166
621,408,1,3,3
621,408,2,2,33
621,408,3,2,29
621,408,3,3,2
621,443,0,2,23
621,443,1,2,50
621,443,1,3,1
621,443,2,2,162
621,443,2,3,4
621,443,3,1,1
621,443,3,2,9
622,353,0,2,10
622,353,1,2,36
622,353,2,2,83
622,353,3,2,22
622,411,0,2,9
622,411,1,2,29
622,411,2,2,97
622,411,3,2,33
622,412,0,2,4
622,412,1,2,91
622,412,2,2,7
622,412,3,2,15
623,276,0,2,18
623,276,1,2,81
623,276,1,3,1
623,276,2,2,65
623,276,2,3,1
623,276,3,2,48
623,276,3,3,3
623,465,0,2,9
623,465,1,2,158
623,465,1,3,5
623,465,2,2,17
623,465,3,2,29
623,466,0,2,21
623,466,1,2,90
623,466,1,3,2
623,466,2,2,71
623,466,2,3,3
623,466,3,2,32
623,532,0,2,12
623,532,1,2,28
623,532,1,3,3
623,532,2,2,159
623,532,2,3,2
623,532,3,2,27
623,547,0,2,12
623,547,1,2,112
623,547,1,3,1
623,547,2,2,84
623,547,2,3,4
623,547,3,2,19
623,548,0,2,15
623,548,1,2,95
623,548,2,2,104
623,548,2,3,5
623,548,3,2,13
623,559,0,2,10
623,559,1,2,16
623,559,2,2,79
623,559,3,2,90
624,284,0,2,13
624,284,1,2,152
624,284,2,2,14
624,284,3,2,16
624,288,0,2,16
624,288,1,2,105
624,288,2,2,14
624,288,3,2,37
624,451,0,2,11
624,451,1,2,24
624,451,2,2,79
624,451,3,2,76
634,366,0,2,11
634,366,1,2,48
634,366,2,2,124
634,366,3,2,4
634,506,0,2,18
634,506,1,2,51
634,506,1,3,1
634,506,2,1,1
634,506,2,2,171
634,506,2,3,4
634,506,3,2,2
635,350,0,2,4
635,350,1,1,1
635,350,1,2,192
635,350,1,3,4
635,350,2,2,3
635,440,1,1,1
635,440,1,2,243
635,440,1,3,4
635,440,2,2,2
635,440,3,2,1
636,520,0,2,11
636,520,1,2,42
636,520,1,3,1
636,520,2,1,1
636,520,2,2,194
636,520,2,3,4
642,639,1,2,2
642,639,2,2,196
642,639,2,3,5
642,639,3,2,5
643,140,0,2,10
643,140,0,3,1
643,140,1,2,59
643,140,1,3,1
643,140,2,1,1
643,140,2,2,113
643,140,2,3,3
643,141,0,2,10
643,141,1,1,1
643,141,1,2,109
643,141,1,3,3
643,141,2,2,97
643,141,2,3,2
643,141,3,2,5
643,314,0,2,6
643,314,1,1,1
643,314,1,2,202
643,314,1,3,3
643,314,2,2,13
643,314,2,3,2
645,374,0,2,20
645,374,0,3,1
645,374,1,2,169
645,374,1,3,3
645,374,2,2,7
645,374,3,2,27
645,374,3,3,1
646,455,0,2,8
646,455,1,2,78
646,455,1,3,2
646,455,2,1,1
646,455,2,2,95
646,455,2,3,2
646,455,3,2,4
646,503,0,2,23
646,503,1,2,72
646,503,2,2,107
646,503,2,3,1
646,503,3,2,4
648,390,0,2,8
648,390,1,2,86
648,390,2,2,121
648,390,2,3,4
649,387,0,2,18
649,387,1,2,168
649,387,1,3,5
649,387,2,2,24
649,387,3,2,12
649,388,0,2,4
649,388,1,2,15
649,388,1,3,1
649,388,2,1,1
649,388,2,2,171
649,388,2,3,3
649,388,3,2,2
649,389,0,2,3
649,389,1,2,7
649,389,1,3,1
649,389,2,1,1
649,389,2,2,194
649,389,2,3,4
649,389,3,2,2
649,394,0,2,10
649,394,1,2,35
649,394,1,3,2
649,394,2,2,173
649,394,2,3,3
649,394,3,1,1
649,394,3,2,18
649,437,0,2,8
649,437,1,1,1
649,437,1,2,164
649,437,1,3,1
649,437,2,2,48
649,437,2,3,2
649,437,3,2,27
649,437,3,3,2
649,521,0,2,15
649,521,0,3,1
649,521,1,2,42
649,521,2,1,1
649,521,2,2,189
649,521,2,3,4
649,521,3,2,1
649,524,0,2,8
649,524,1,2,5
649,524,1,3,1
649,524,2,1,1
649,524,2,2,209
649,524,2,3,4
649,524,3,2,15
650,409,0,2,17
650,409,0,3,1
650,409,1,2,165
650,409,1,3,4
650,409,2,2,39
650,409,3,1,1
650,409,3,2,13
650,521,0,1,1
650,521,0,2,15
650,521,1,2,42
650,521,1,3,4
650,521,2,2,188
650,521,2,3,1
650,521,3,2,2
650,524,0,2,12
650,524,0,3,1
650,524,1,2,17
650,524,1,3,1
650,524,2,1,1
650,524,2,2,193
650,524,2,3,2
650,524,3,2,15
650,524,3,3,1
650,649,0,2,18
650,649,1,2,157
650,649,1,3,3
650,649,2,1,1
650,649,2,2,59
650,649,2,3,2
650,649,3,2,13
651,236,0,2,12
651,236,0,3,1
651,236,1,2,165
651,236,1,3,2
651,236,2,2,24
651,236,2,3,1
651,236,3,2,18
651,237,0,2,25
651,237,1,2,73
651,237,2,1,1
651,237,2,2,79
651,237,2,3,3
651,237,3,2,35
651,237,3,3,1
651,346,0,2,8
651,346,1,2,150
651,346,2,2,21
651,346,3,2,9
651,347,0,2,10
651,347,1,2,202
651,347,1,3,3
651,347,2,2,6
651,347,2,3,1
651,348,0,2,11
651,348,0,3,1
651,348,1,1,1
651,348,1,2,192
651,348,1,3,1
651,348,2,2,20
651,348,3,2,4
651,511,0,2,17
651,511,1,2,102
651,511,2,2,31
651,511,2,3,2
651,511,3,1,1
651,511,3,2,92
651,511,3,3,2
652,234,0,2,14
652,234,1,2,75
652,234,1,3,1
652,234,2,2,51
652,234,2,3,2
652,234,3,2,56
652,234,3,3,2
652,235,0,2,22
652,235,1,2,53
652,235,1,3,1
652,235,2,1,1
652,235,2,2,86
652,235,2,3,3
652,235,3,2,54
652,235,3,3,1
652,237,0,2,12
652,237,1,2,35
652,237,1,3,2
652,237,2,1,1
652,237,2,2,110
652,237,2,3,2
652,237,3,2,29
652,237,3,3,1
652,347,0,2,8
652,347,1,2,173
652,347,1,3,4
652,347,2,2,15
652,347,3,3,1
652,509,0,2,16
652,509,1,2,34
652,509,1,3,1
652,509,2,2,122
652,509,2,3,3
652,509,3,2,31
652,509,3,3,1
652,510,0,2,17
652,510,1,2,42
652,510,1,3,1
652,510,2,1,1
652,510,2,2,126
652,510,2,3,4
652,510,3,2,31
652,511,0,2,24
652,511,0,3,1
652,511,1,2,81
652,511,1,3,2
652,511,2,1,1
652,511,2,2,45
652,511,2,3,2
652,511,3,2,66
652,651,0,2,20
652,651,0,3,1
652,651,1,1,1
652,651,1,2,41
652,651,1,3,1
652,651,2,2,99
652,651,2,3,1
652,651,3,2,51
652,651,3,3,1
654,278,0,2,10
654,278,1,2,27
654,278,1,3,1
654,278,2,2,167
654,278,2,3,3
654,278,3,2,3
654,532,0,2,8
654,532,1,2,42
654,532,2,1,1
654,532,2,2,181
654,532,2,3,4
654,532,3,2,1
654,560,0,2,14
654,560,1,2,67
654,560,2,1,1
654,560,2,2,151
654,560,2,3,4
654,560,3,2,1
654,623,0,2,15
654,623,0,3,1
654,623,1,2,50
654,623,1,3,1
654,623,2,2,142
654,623,2,3,2
654,623,3,2,6
655,136,0,2,14
655,136,0,3,1
655,136,1,1,1
655,136,1,2,145
655,136,1,3,1
655,136,2,2,16
655,136,3,2,8
656,241,0,2,7
656,241,1,2,28
656,241,1,3,1
656,241,2,2,124
656,241,2,3,3
656,241,3,2,11
656,241,3,3,1
656,242,0,2,3
656,242,1,2,17
656,242,1,3,1
656,242,2,2,78
656,242,3,2,22
656,306,0,2,13
656,306,1,2,21
656,306,1,3,1
656,306,2,2,101
656,306,2,3,1
656,306,3,2,50
656,306,3,3,3
656,307,0,2,12
656,307,1,2,14
656,307,2,2,85
656,307,2,3,4
656,307,3,2,34
656,307,3,3,1
656,536,0,2,6
656,536,1,2,15
656,536,1,3,1
656,536,2,2,61
656,536,2,3,1
656,536,3,2,105
656,536,3,3,3
656,539,0,2,4
656,539,1,2,149
656,539,1,3,5
656,539,2,2,29
656,539,3,2,3
658,108,0,2,2
658,108,1,2,1
658,108,2,1,1
658,108,2,2,241
658,108,2,3,4
659,257,0,2,3
659,257,1,2,160
659,257,1,3,2
659,257,2,2,1
659,257,2,3,1
659,257,3,2,1
659,261,0,2,8
659,261,1,1,1
659,261,1,2,178
659,261,1,3,5
659,261,2,2,9
659,261,3,2,9
659,263,0,2,18
659,263,0,3,1
659,263,1,1,1
659,263,1,2,106
659,263,1,3,3
659,263,2,2,57
659,263,2,3,1
659,263,3,2,2
659,342,0,2,1
659,342,1,1,1
659,342,1,2,191
659,342,1,3,4
659,342,2,2,3
659,343,1,2,192
659,343,1,3,5
659,343,3,2,1
659,448,0,2,32
659,448,1,1,1
659,448,1,2,89
659,448,1,3,1
659,448,2,2,98
659,448,2,3,3
659,448,3,2,6
659,562,0,2,7
659,562,1,2,178
659,562,1,3,5
659,562,2,2,30
660,260,0,2,16
660,260,1,2,65
660,260,1,3,1
660,260,2,1,1
660,260,2,2,128
660,260,2,3,2
660,260,3,2,3
660,342,0,2,5
660,342,1,2,161
660,342,1,3,4
660,342,2,1,1
660,342,2,2,38
660,563,0,2,3
660,563,1,1,1
660,563,1,2,221
660,563,1,3,5
660,563,2,2,7
660,563,3,2,2
663,39,0,2,16
663,39,1,2,188
663,39,1,3,3
663,39,2,2,2
663,39,2,3,1
663,186,0,2,9
663,186,0,3,1
663,186,1,1,1
663,186,1,2,162
663,186,1,3,2
663,186,2,2,40
663,186,3,2,13
663,186,3,3,1
663,325,0,2,2
663,325,1,1,1
663,325,1,2,206
663,325,1,3,4
663,325,2,2,1
663,325,3,2,5
663,329,0,2,8
663,329,1,2,151
663,329,1,3,2
663,329,2,2,21
663,329,3,2,24
663,329,3,3,1
664,39,0,2,7
664,39,0,3,1
664,39,1,2,172
664,39,1,3,2
664,39,2,2,27
664,39,2,3,2
664,186,0,2,17
664,186,1,1,1
664,186,1,2,85
664,186,1,3,2
664,186,2,2,120
664,186,2,3,3
664,186,3,2,2
664,329,0,2,9
664,329,1,2,132
664,329,1,3,2
664,329,2,2,55
664,329,2,3,1
664,329,3,2,8
664,329,3,3,1
664,663,0,2,15
664,663,1,2,44
664,663,1,3,1
664,663,2,1,1
664,663,2,2,173
664,663,2,3,3
664,663,3,2,6
665,186,0,2,14
665,186,1,1,1
665,186,1,2,89
665,186,1,3,2
665,186,2,2,113
665,186,2,3,3
665,186,3,2,8
665,325,0,2,2
665,325,1,1,1
665,325,1,2,204
665,325,1,3,3
665,325,2,2,6
665,325,2,3,1
665,325,3,2,2
665,663,0,2,9
665,663,1,2,41
665,663,2,1,1
665,663,2,2,178
665,663,2,3,4
665,663,3,2,10
670,247,0,2,13
670,247,1,2,51
670,247,1,3,1
670,247,2,1,1
670,247,2,2,136
670,247,3,2,6
670,249,0,2,16
670,249,0,3,1
670,249,1,2,63
670,249,1,3,1
670,249,2,1,1
670,249,2,2,155
670,249,2,3,3
670,249,3,2,3